FID IID PC1 PC2
AtRegMap 7492 -70.56906228259083 -29.919977731090523
AtRegMap 7300 15.910285700058608 -24.579516461753585
AtRegMap 7306 -85.49552953519935 -45.36504803933423
AtRegMap 7408 15.304714944554608 97.08477902254222
AtRegMap 7418 -5.037885449164983 -39.1745722899762
AtRegMap 5887 125.57660867293177 -74.56191418951026
AtRegMap 5987 125.48830093934406 -65.15200839025083
AtRegMap 173 -37.76958247440396 -44.48281228362585
AtRegMap 357 -59.12672497658796 -56.73866934897791
AtRegMap 258 -96.83163297117729 -31.55054445504171
AtRegMap 374 -49.41635362604074 -46.114377746371055
AtRegMap 94 -111.12667523262698 -44.6313903193935
AtRegMap 1859 -53.5634126253472 62.84354931870562
AtRegMap 6188 85.0481302809596 5.812522092363677
AtRegMap 5207 -137.67135351227097 -81.53887580402834
AtRegMap 6448 136.22640120931888 -65.95307104879753
AtRegMap 7014 -9.058286395935239 50.352489818957736
AtRegMap 7035 125.89172018014413 -44.819602849377475
AtRegMap 6810 -53.92602871236006 82.15667628082278
AtRegMap 7498 -59.663261953483754 14.708275255258329
AtRegMap 7506 -74.86712665693855 -23.95823348049868
AtRegMap 7390 -25.32835466866168 63.09932242108928
AtRegMap 7284 35.857323614377194 -21.59999502514581
AtRegMap 2150 -49.009264146892995 55.91252515389384
AtRegMap 6897 -49.77533738106584 -30.354649758425396
AtRegMap 6898 -54.27157497958583 24.126088126825
AtRegMap 5837 123.3761208100161 -58.39522624839277
AtRegMap 6907 -41.72389793434527 46.54194064193856
AtRegMap 7438 91.1700800589415 1.222323050101663
AtRegMap 6910 80.98256659152453 -55.19704138371928
AtRegMap 6914 -49.094469850010434 53.21907838454555
AtRegMap 6919 72.1979847030688 -40.72988262870759
AtRegMap 8214 -114.84136282075387 -46.11100717354463
AtRegMap 6924 -131.17458551092977 -66.74253030036226
AtRegMap 8424 83.77829957241889 14.579934778154485
AtRegMap 6926 -112.28696105887755 -39.63399281141936
AtRegMap 6928 -55.49195036985745 -2.685750225887637
AtRegMap 6933 -26.34041046998491 -46.586371829582234
AtRegMap 7520 135.82351446126597 -51.70351836675234
AtRegMap 7521 132.70020998069532 -45.72888171353793
AtRegMap 6936 -54.63233154786848 -35.29160481684578
AtRegMap 7522 11.342454234432811 -12.766800260615115
AtRegMap 6937 6.221815042376985 -33.864666242023866
AtRegMap 6939 26.61204801095498 77.99579581422782
AtRegMap 6940 38.51840113025681 43.3524107816206
AtRegMap 6942 18.97373385592038 50.461523711620615
AtRegMap 6943 -102.8257489848557 -51.763505541416066
AtRegMap 7518 45.9663950353137 26.770867706081034
AtRegMap 6946 30.94123547207546 49.595820754336366
AtRegMap 8213 -75.12435443390528 -23.562161023481288
AtRegMap 6951 125.9422837716961 -48.46913024347825
AtRegMap 6958 -53.823311657983 -31.8595771061551
AtRegMap 7069 53.626470405464815 -7.609276445914604
AtRegMap 7496 -52.7694153989136 -1.57457447536723
AtRegMap 7502 -77.52060690409903 -22.72796230969542
AtRegMap 7346 62.86319754216417 3.708603576757905
AtRegMap 7353 -23.26683494264866 36.99031556691931
AtRegMap 7373 41.551253902634535 -2.0087763742480402
AtRegMap 7384 -11.514393366685681 48.219414144867116
AtRegMap 81 -48.951281993024985 -51.94771100527732
AtRegMap 373 -62.01945390536487 -44.53092424102665
AtRegMap 383 -54.92921243902585 -57.8796871851305
AtRegMap 1867 -33.53755172648296 84.31112141257435
AtRegMap 957 -30.62193892252116 -51.030277128494284
AtRegMap 6996 6.654322979398908 91.77638542288098
AtRegMap 7008 -23.67305542939568 38.15766706252129
AtRegMap 6729 -54.1422990866844 62.81679456962393
AtRegMap 7092 -107.59259350789377 -49.020219458556475
AtRegMap 7169 7.082871336459387 25.71883526723407
AtRegMap 7181 60.208172112218676 -2.0047167419472047
AtRegMap 7252 -11.526606544918172 49.879870307933054
AtRegMap 7446 60.56667076191467 -0.6133998792336994
AtRegMap 7270 -24.573248339029025 64.29490383730435
AtRegMap 7483 -121.48493205192305 -55.142333366984985
AtRegMap 7316 -30.24322356578778 60.84629568207177
AtRegMap 7351 -15.954638786391078 55.96563654016044
AtRegMap 7391 -34.264565371162725 61.02758024837921
AtRegMap 1 -65.73386712441305 -35.43227018556961
AtRegMap 392 -75.76026018950881 -35.63626332636648
AtRegMap 379 -54.103358086495334 -61.45542746129103
AtRegMap 380 -50.77082379553876 -47.24461256803247
AtRegMap 267 -54.332134310816386 -51.05605912197741
AtRegMap 2057 -95.04179938632122 107.90023103956553
AtRegMap 5742 -37.994839407441205 41.711404876951974
AtRegMap 5056 -45.68650637834903 60.90699015642587
AtRegMap 5122 -30.822495114818132 46.44278435014592
AtRegMap 5158 -43.695430481948634 42.00712660800548
AtRegMap 5832 14.772965269256844 38.170614144675476
AtRegMap 6994 -38.95172125154089 -45.12970252822014
AtRegMap 7002 -22.506970546175857 59.34026875999118
AtRegMap 7026 -82.98681603169013 -23.129381439639737
AtRegMap 6730 -51.14122507489215 43.87499777373579
AtRegMap 7075 -36.11640046328929 -39.60827050034055
AtRegMap 7126 67.92054285512945 3.10877106884868
AtRegMap 7227 -3.398947201970907 36.70762338504053
AtRegMap 7229 51.20896698641114 -23.58183818575576
AtRegMap 7449 87.80814660567175 -2.362604725546874
AtRegMap 6847 -42.18527592313171 32.572971537161976
AtRegMap 6953 113.54991047042616 -49.534608467305496
AtRegMap 7320 -119.78809732072959 -65.76721823359131
AtRegMap 7283 40.920085033574786 -15.619772894438078
AtRegMap 2 -59.618913458537115 -33.803978819896344
AtRegMap 386 -57.28445401624056 -53.41774850660717
AtRegMap 1716 -33.977188701773215 111.61223784616372
AtRegMap 5785 -22.71509449566903 30.97849436982173
AtRegMap 4802 -60.23785811573044 -14.699126909815345
AtRegMap 5116 -35.42789363958115 66.93559956710901
AtRegMap 5202 -41.30095985495737 58.22827270586304
AtRegMap 7071 -59.94024210369171 -14.979713603638467
AtRegMap 7064 -128.54411326516131 -61.89880414860317
AtRegMap 7078 -1.6457184618493819 -3.743114825283681
AtRegMap 7094 35.957550659632275 21.497173462817283
AtRegMap 7141 4.701421945969594 67.41496652176792
AtRegMap 7143 -28.724994428343912 72.16620319864566
AtRegMap 7151 -4.140239592100764 87.86119034225302
AtRegMap 7150 17.406937681195743 74.6880867882073
AtRegMap 7424 123.17301713978021 -52.413536894277144
AtRegMap 7178 142.66368553153436 -63.01494401381372
AtRegMap 7188 31.083859213392333 51.50633957346467
AtRegMap 7201 1.0739236193008674 58.369599819182724
AtRegMap 7206 29.835778448492917 46.37023877310959
AtRegMap 7205 121.49311387477614 -49.08800922447307
AtRegMap 7231 17.276502263766112 59.0827399876471
AtRegMap 7244 -22.73877628142081 75.08781218115465
AtRegMap 7260 78.81214931832966 43.45004339747123
AtRegMap 7263 -113.91286726778037 -49.91663015384744
AtRegMap 7280 -8.269900920315258 104.33643360627055
AtRegMap 7282 32.88851647493917 66.5065491826497
AtRegMap 7472 67.53119504100907 -38.798795100394265
AtRegMap 7382 -0.3697396463989315 -35.28688906009179
AtRegMap 7392 -29.4666888952602 56.378696051740455
AtRegMap 7477 59.783261594594336 19.488941012751745
AtRegMap 8610 -110.8284669482678 -48.546398338173624
AtRegMap 8692 -38.481536874481854 -30.819543752155834
AtRegMap 6727 -51.28751678691247 47.58183212212621
AtRegMap 7105 137.28514945419838 -65.64817577686382
AtRegMap 7479 -25.559416282156562 64.27561995525653
AtRegMap 7482 -138.21256407564647 -81.28231147699051
AtRegMap 7504 -27.56919183568939 67.21982659037785
AtRegMap 7508 -52.016662320707745 -43.11757067749613
AtRegMap 7355 -36.72885862143978 -48.91326654178977
AtRegMap 5896 137.9475242324019 -72.45451759313077
AtRegMap 166 -43.64675579359711 -46.50435281602037
AtRegMap 223 -41.83422823844109 -23.011602822462724
AtRegMap 126 -90.30276440887171 -46.276573874431705
AtRegMap 390 -83.36744171465132 -36.49086370717257
AtRegMap 321 -58.95250730235274 -53.54040829131266
AtRegMap 259 -87.1150073115565 -32.08328984241811
AtRegMap 362 -66.22269983500101 -55.30134804655895
AtRegMap 91 -19.01273309235983 -34.85849500557876
AtRegMap 641 -107.64037704648761 -30.870865996632837
AtRegMap 5160 -44.28236106984926 50.13738518562864
AtRegMap 5232 87.37543890821108 64.55320338332947
AtRegMap 5606 -76.56204752196514 -17.371222660986582
AtRegMap 7004 11.858647561987944 -38.535753385379415
AtRegMap 7100 27.603266897231922 51.424868687741146
AtRegMap 7102 7.990245971383757 58.98538069838579
AtRegMap 7110 -35.438787330461274 83.0400388417256
AtRegMap 7135 30.60569085674764 48.06745242349085
AtRegMap 7186 111.79131401012559 -20.709043777544483
AtRegMap 7430 -6.328059417271765 -5.099327291353164
AtRegMap 2187 93.15576277389076 -13.846075788520112
AtRegMap 6094 41.17597156584858 13.715587653372053
AtRegMap 6318 141.2290508921624 -61.91465006579475
AtRegMap 6990 -26.618115957622294 69.29399965125509
AtRegMap 6992 -27.834048933073074 -42.80586976771768
AtRegMap 6998 47.64799676486875 14.655255776863065
AtRegMap 2290 1.387250354655891 -25.269118673621207
AtRegMap 5805 -42.32103402930141 27.991726032884316
AtRegMap 5341 -136.88310637642743 -81.19708958788706
AtRegMap 6449 125.80733723971673 -57.032720462325614
