FID IID ala arg asp gln glu gly his ile leu lys met phe pro ser thr trp tyr val total ShikFam AspFam AspFam_Asp SerFam GluFam GluFam_glu BCAA PyrFam ala_t arg_t asp_t gln_t glu_t gly_t his_t ile_t leu_t lys_t met_t phe_t pro_t ser_t trp_t tyr_t val_t ile_BCAA leu_BCAA val_BCAA arg_GluFam gln_GluFam glu_GluFam his_GluFam pro_GluFam phe_ShikFam trp_ShikFam tyr_ShikFam gly_SerFam ser_SerFam ala_PyrFam leu_PyrFam val_PyrFam asp_AspFam ile_AspFam lys_AspFam met_AspFam thr_AspFam
AtRegMap 1 1.74245604729791 1.18856451660224 1.16945816431815 2.51405479014444 1.06254491780441 0.581834120866047 5.61023401012722 1.32596338376778 1.66220612483575 3.27399160341823 0.71274635374846 1.10416687699848 1.1130302852886 0.997598337609588 0.81621423292852 0.820837055328517 0.765967214354989 1.40085575562327 0.289896178655265 0.985700261898166 1.15377896741161 0.452245403394281 0.997438026039696 0.565601755532228 0.603571302254087 1.15158755109598 1.00574112305256 31.5980776922714 0.738963226912702 0.255585554661088 22.2410680742882 0.331761007233598 0.079196243097159 181.795945533325 0.419924071590429 2.35546901143384 11.2529961898686 0.470388198466203 0.2248517659602 0.65152478190572 0.219475172986045 0.368018716688832 0.216898067950372 0.397034488869446 0.315936153058344 0.572550060231293 0.538930157663636 0.684906139281934 6.55234390474756 0.60358594754051 104.812446195055 0.586365042046428 0.345811270727485 0.537598694024727 0.50345941709957 0.268566943446753 0.791330241703513 1.48281247289564 0.169152852811507 0.135800755863107 0.452123566207895 0.822504852222539 0.663124560205016 1.01422993059075 0.42340171257195
AtRegMap 2 1.52691792835658 1.05126781757593 1.18368095628141 2.28386588753723 1.06620948488428 0.79826384792512 NA 1.22867121824994 1.48008473281702 2.6674180777391 0.719948172611969 1.08941699422248 1.10780332222853 0.999466209584107 1.08631605600256 0.794502463105287 0.75789933689583 1.28980128553571 0.264042991512472 0.988494452385189 1.18407591695861 0.323818846797975 0.9787497927253 0.536672156969 0.5164862660968 1.00803420680373 0.866548454428638 30.9882421478862 0.770278707123882 0.230777623463049 21.6868795871148 0.296070365746548 0.103384844225946 NA 0.447239333192114 2.26170780156536 10.7492679168139 0.462529881789381 0.2221316470656 0.635117935695278 0.230384187557158 0.337003313113548 0.199023009473878 0.402322434328152 0.358795715667949 0.582988224754263 0.488140866058005 0.735865464209069 6.30577394628342 0.516488061637708 NA 0.563192644810884 0.405672765356031 0.493070939203439 0.49945892967562 0.340991288845797 0.741079846173657 1.52828383015407 0.196499203555353 0.136616654375855 0.324400478259847 0.837389229637919 0.666055605213873 1.01478806184719 0.537922714075452
AtRegMap 23 0.974026395462152 1.14809837279758 NA 2.82089878787635 1.06243119432636 0.416426770556298 5.85217131922413 1.29591504361653 1.731974726033 3.10541540011253 0.735065664085196 1.07433689334652 1.20826531119627 NA 0.699763424750731 0.691603039628705 0.738915200343326 NA 0.307833467550359 0.986768096662324 NA NA 1.01748770656738 NA NA 1.20371312858071 0.769326547337457 NA 0.758591936532129 NA 22.5745374692661 0.371746510563061 0.0529911316805907 NA 0.441931128300735 2.36006187872191 10.0690674830711 NA 0.268661377633456 NA NA 0.312482935569251 0.213960673968131 NA 0.380144523046552 0.566589133158281 NA NA NA NA NA NA 0.479333932895204 0.388993068034913 0.480124194364409 0.18822835583884 NA 1.2169781949276 0.104003014393449 NA NA NA NA NA NA
AtRegMap 66 1.26417265154722 1.0680106517928 1.26738911386404 1.8289621236206 1.07347110870447 0.733746954586839 4.97369177480705 1.26235845013422 1.61922393586146 2.23839824147893 0.743203759118967 1.0513588989806 1.1167976909857 0.999100825061315 0.688481532978948 1.01322264128159 0.772422874676177 1.26958987372819 0.250117290616964 0.950022197874687 1.19247210392248 0.572752322324457 0.982820824419184 0.519471525913955 0.595254074721979 1.04337341224211 0.807339700165492 26.5600682121031 0.756939617060941 0.282455265803215 18.340297452316 0.315951739509606 0.0874401811093627 215.546161648688 0.422744245821735 2.45645146174354 10.0789190687397 0.472202951744407 0.254128690000748 0.623014846554889 0.211720446510513 0.406542313655432 0.218036487702435 0.396175307120529 0.33499870438121 0.535944270655095 0.55912120345261 0.71700667032129 5.62198477047679 0.595254074721915 120.393813669938 0.548884387979047 0.399204298337128 0.579065877936759 0.420274222796588 0.32131006759568 0.754939456816647 1.40440481462256 0.133098627699661 0.12331049790101 0.572752322325108 0.824490261696126 0.682506557475375 1.01410765848649 0.307421868005472
AtRegMap 81 1.82628856771778 1.1302795384942 1.26017616236367 2.494759219199 1.06961791680309 0.537155438654751 3.99707129640212 1.33664452501216 1.76895768210993 3.35619858455692 0.711621530470319 1.08744045614634 1.22116380708976 0.996062020000889 0.861234280722122 0.875807574810982 0.752986303558781 1.4263057351348 0.27360594000896 0.9778316770206 1.19043411854671 0.545924898362621 1.00776247276199 0.543240045511297 0.650898591601388 1.1905649688846 1.06381307964167 38.1797967028362 0.748085241996114 0.318098724043951 23.3523149318544 0.347861308205742 0.0647825023032366 129.456505442138 0.407495378247504 2.51528557729457 12.337525158186 0.461657889224945 0.231185495799843 0.570810225568001 0.18181157295808 0.376608520758979 0.200672838725432 0.3792425825953 0.327461798014684 0.54529738770496 0.555577967168286 0.698290318638991 6.94821988228436 0.650900387142295 76.6998205696506 0.472446267496732 0.368804409845623 0.561565957092332 0.465773419846862 0.287362098085089 0.779225129396708 1.48300673134554 0.154764717983538 0.147900210957407 0.546506529824494 0.806414710762067 0.63131502362495 1.01529383620092 0.405038788879877
AtRegMap 91 1.0963893481685 1.07233652807961 1.39382104485848 2.17775218278756 1.07257679997335 0.614483023850173 5.15984428282916 1.2247944231886 1.57297347985547 2.39431714748166 0.751027653142204 1.10110481212543 1.11380292470721 1.00088573317294 0.880357070499236 1.021555273543 0.729427797683582 1.24066922378595 0.22920957832661 0.958631324435905 1.27055068840354 0.648121472103199 0.979658914013176 0.525130739260963 0.601024164407754 0.998678324148117 0.739538371809171 25.9276163937663 0.745176876993663 0.390930135685524 25.7259898056741 0.254807600852315 0.0589426277059899 265.160287982511 0.424622146340344 2.49997035259208 11.6633904136648 0.464951372738403 0.18819150090032 0.61003892973814 0.223100965129098 0.386410681762041 0.16312559655774 0.384399926386854 0.358783851540231 0.534379070833992 0.537273587053042 0.720279315581413 6.39837522479851 0.601024164407695 114.808085004722 0.55164652142555 0.294983005519775 0.649791004440202 0.40667513650979 0.191900665616706 0.846816271617234 1.36233675967065 0.127840031983904 0.107375828483822 0.638072204859531 0.807279753072404 0.622261032545572 1.01584834184407 0.318859251080234
AtRegMap 94 1.23607093712874 1.16393596282812 1.23980044626383 2.06585112076107 1.06971402386876 0.69912051390597 5.20442471256802 1.32027077020855 1.72651038231794 3.22455854847783 0.692882783870013 1.07935453728635 1.17005258592059 0.999704588507452 0.735944912258685 0.99764491104039 0.713426509849869 1.3869403868255 0.264940625729304 0.962044689814467 1.17676401854546 0.580686589155642 0.981522871972537 0.545952984129341 0.672183981114001 1.15297627821292 0.843133455068824 22.917492385333 0.733967217792777 0.282523971731403 19.5796790957873 0.326385412354145 0.089281691724441 201.271533799847 0.407929877736554 2.50680687215232 12.4135125953778 0.4439132093137 0.233807257778533 0.595238846620944 0.236283719702038 0.417352229010408 0.171808340649216 0.381397771644406 0.324607513317146 0.545920977852016 0.557791485321474 0.684618693460864 5.81149591411304 0.672183981113938 107.681792504749 0.512278669536292 0.362143995360423 0.640666262529983 0.371187532837971 0.280308519535484 0.784049625946815 1.32392102176638 0.120061935109859 0.0888614441879569 0.580686589156289 0.814984350434325 0.646261469900904 1.01570983306793 0.352464394528798
AtRegMap 96 1.1490951321087 1.08660666241743 1.25858914530372 2.14699977819809 1.07289645883895 0.673900193395014 NA 1.28054029547608 1.6355374527416 3.00992819088751 0.78330798504656 1.08638720506758 1.17428053819961 0.999177554947253 0.833479292477414 0.92778835882395 0.769159747533782 1.30028167082464 0.25637204175679 0.966119717538661 1.19118355251649 0.528941277130684 0.984699853140201 0.530129699935026 0.654573928220952 1.07000840544931 0.791795341611835 21.4846892711964 0.753634443564746 0.286125390607054 NA 0.327968939143481 0.0811959562895702 NA 0.418512166357428 2.45115071583465 12.1961741201602 0.504958497313921 0.220833395046831 0.587928233044899 0.219252696952768 0.38815199237023 0.198178954158337 0.393426129780548 0.327299485561599 NA 0.558182660927469 0.713035803272508 6.36354315649816 0.654606809876003 NA NA 0.334222779691368 0.575152014391184 0.470491093400105 0.282503299027814 0.781021039298241 1.34168126314166 0.125089906149135 0.0969010025087248 0.529860865679797 0.820089764981519 0.645415854915069 1.01251246835909 0.370033382953784
AtRegMap 116 1.7494077670582 1.16465475497422 1.30177297129734 2.35588135836905 1.06644990780349 0.725464316950214 5.35006926965716 1.33636114437332 1.65126603914468 2.97170032355955 0.709748243581731 1.07756802860786 1.1703306088312 0.9987405217951 0.789799458630277 0.90880594211402 0.755928270150564 1.4068447256867 0.265428716752412 0.968791120669442 1.20898396209935 0.619824893459374 0.985221288298174 0.55906498383772 0.667349289640547 1.15373731885045 0.983576823905446 39.056282820994 0.733707687447583 0.34499950471539 22.8885709235464 0.303065370241867 0.0933971388924564 207.783101377349 0.401579530253376 2.42826207022152 11.6533744152443 0.456320743553526 0.236090799718839 0.595922460909276 0.218914722023127 0.380695059908667 0.197270601332616 0.378293558035418 0.30468065759368 0.581402272523888 0.537355506634953 0.691013511472555 6.26796830399094 0.667332848812927 103.239296668311 0.520749533923414 0.378253057768241 0.559418191983523 0.450450499803154 0.327108764234891 0.751473927799458 1.51552881516193 0.178426111470351 0.138059511423619 0.619365099185791 0.798872832180901 0.632966012671101 1.01587792938879 0.351865497834162
AtRegMap 126 0.905648995969443 1.07758253812967 1.19408140832064 2.17179493749306 1.07408590956061 0.976906384939126 4.13044577351701 1.3546529248562 1.77527329591722 2.56840228550627 0.697636909033178 1.05603941516657 1.14721709649507 0.999448906918456 0.74497169968261 0.900361706584812 0.783719671807801 1.32707572614969 0.255378008696289 0.960621845335864 1.15771693415029 0.508914736669716 0.96996666355004 0.52405487146659 0.632264411066298 1.14436989081527 0.692110321224165 16.0498067550429 0.755686796781654 0.227645267524362 22.0523906452234 0.33672109191743 0.131963797121553 160.512976938818 0.388613607586388 2.59249162289473 10.9415352637174 0.442105772093496 0.252440432744488 0.605749622725605 0.222632537865399 0.36954652626357 0.206798458637132 0.387829725389509 0.280671318339559 0.520213595905463 0.621598012993032 0.712962654099282 6.61097225061251 0.632272631480012 91.8446129700161 0.522640038383394 0.417651635279884 0.515181234535458 0.466166107073628 0.441663135928202 0.667201301906831 1.24432237487283 0.0821740235380505 0.0702597424423091 0.509144633807479 0.813486258791322 0.689169652572705 1.01498713286103 0.386045055964653
