"Line","population","ala","arg","asp","gln","glu","gly","his","ile","leu","lys","met","phe","pro","ser","thr","trp","tyr","val","total","ShikFam","AspFam","AspFam_Asp","SerFam","GluFam","GluFam_glu","BCAA","PyrFam","ala_t","arg_t","asp_t","gln_t","glu_t","gly_t","his_t","ile_t","leu_t","lys_t","met_t","phe_t","pro_t","ser_t","trp_t","tyr_t","val_t","ile_BCAA","leu_BCAA","val_BCAA","arg_GluFam","gln_GluFam","glu_GluFam","his_GluFam","pro_GluFam","phe_ShikFam","trp_ShikFam","tyr_ShikFam","gly_SerFam","ser_SerFam","ala_PyrFam","leu_PyrFam","val_PyrFam","asp_AspFam","ile_AspFam","lys_AspFam","met_AspFam","thr_AspFam"
7307,1,0.504201681,0.369747899,1.691876751,0.224089636,5.019607843,0.605042016,0.156862745,0.224089636,0.19047619,0.224089636,0.1232493,0.358543417,0.212885154,0.694677871,0.078431373,1.949579832,0.156862745,0.403361345,13.18767507,2.464985994,2.341736696,1.38410596080116,1.299719887,5.983193277,1.19196428568494,0.817927171,1.098039216,0.0382327952670736,0.0280373831655226,0.128292268502184,0.0169923534520327,0.380628717067716,0.0458793542294942,0.0118946474012572,0.0169923534520327,0.0144435003887308,0.0169923534520327,0.00934579441378366,0.0271877654777553,0.0161427357642654,0.0526762956558043,0.14783347494169,0.0118946474012572,0.0305862362288245,0.27397260287371,0.232876711709092,0.493150685417198,0.0617977527855148,0.0374531835468901,0.83895131088208,0.0262172284493961,0.0355805243361186,0.145454545329153,0.790909091063988,0.0636363636068595,0.465517241100736,0.534482758899264,0.459183673636662,0.173469387271866,0.367346939091472,0.72248803799759,0.0956937799124791,0.0956937799124791,0.0526315790372702,0.0334928231401811
7310,1,0.697508897,0.498220641,1.352313167,0.15658363,4.711743772,0.341637012,0.199288256,0.284697509,0.270462633,0.213523132,0.113879004,0.597864769,0.284697509,0.740213523,0.085409253,1.238434164,0.099644128,0.412811388,12.29893239,1.935943061,2.049822065,1.51578947467277,1.081850535,5.850533808,1.24169184300033,0.96797153,1.380782918,0.0567129629533641,0.0405092592756338,0.109953703631995,0.0127314814843047,0.383101851655923,0.027777777872637,0.0162037036777304,0.0231481481458896,0.0219907406938758,0.0173611111297442,0.00925925929087899,0.0486111111144989,0.0231481481458896,0.0601851851467898,0.100694444422424,0.00810185183886518,0.0335648148074745,0.294117647241133,0.279411764310878,0.426470588447989,0.0851581509226961,0.0267639902851066,0.805352797988652,0.0340632603007086,0.0486618005028371,0.308823529495323,0.639705882341547,0.0514705881631299,0.315789474559903,0.684210525440097,0.505154639376847,0.195876288353677,0.298969072269476,0.659722221791968,0.138888888875338,0.104166666778465,0.0555555557452739,0.0416666668089554
7320,1,0.568383659,0.468916519,2.728241563,0.170515098,6.024866785,0.596802843,0.142095915,0.213143872,0.284191829,0.198934281,0.09946714,0.412078153,0.298401421,0.710479574,0.227353464,1.264653641,0.09946714,0.369449378,14.87744228,1.776198934,3.46714032,1.27083333346315,1.307282417,7.104795738,1.17924528318015,0.866785079,1.222024866,0.03820439349068,0.0315186246516562,0.183381088741821,0.0114613180673688,0.404966570974322,0.0401146132357907,0.00955109838947397,0.014326647550603,0.0191021967117321,0.0133715377452636,0.00668576883902385,0.0276981852958666,0.0200573065842874,0.047755491880154,0.0850047754982787,0.00668576883902385,0.0248328557454165,0.245901639476653,0.327868852250974,0.426229508272373,0.066000000041099,0.024000000040536,0.847999999884022,0.02000000003378,0.042000000000563,0.232000000175656,0.711999999995496,0.055999999828848,0.456521739479649,0.543478260520351,0.465116279393287,0.232558139287487,0.302325581319227,0.786885245821259,0.0614754097982397,0.0573770492796207,0.0286885244955993,0.0655737706052808
7330,1,0.550185874,0.342007435,2.423791822,0.208178439,5.56133829,0.802973979,0.148698885,0.148698885,0.19330855,0.252788104,0.118959108,0.342007435,0.3866171,0.743494424,0.342007435,1.278810409,0.133828996,0.401486989,14.37918216,1.75464684,3.286245354,1.35582822096014,1.546468403,6.646840149,1.19518716582156,0.743494424,1.144981413,0.0382626680626181,0.0237849017554973,0.16856256461807,0.0144777663071208,0.386763185007178,0.0558428128988944,0.0103412616479434,0.0103412616479434,0.0134436401075539,0.0175801447667313,0.00827300931835472,0.0237849017554973,0.0268872802151079,0.051706308170172,0.0889348500332233,0.00930713544837657,0.0279214064146747,0.200000000269,0.2599999996772,0.5400000000538,0.0514541387085191,0.0313199105640174,0.836689037999009,0.0223713646885838,0.0581655480398706,0.194915254285586,0.728813559428289,0.0762711862861247,0.519230769566522,0.480769230433478,0.480519480712304,0.16883116861566,0.350649350672036,0.737556561030896,0.0452488688402418,0.0769230768762618,0.0361990950721934,0.104072398180407
7331,1,0.596078431,0.460130719,2.196078431,0.146405229,4.25620915,0.501960783,0.094117647,0.156862745,0.167320261,0.177777778,0.083660131,0.31372549,0.209150327,0.397385621,0.261437908,1.244444444,0.073202614,0.334640523,11.67058823,1.631372548,2.875816993,1.30952380953465,0.899346404,5.166013072,1.21375921387698,0.658823529,1.098039215,0.0510752688084515,0.0394265233192963,0.188172043064191,0.0125448028937955,0.364695340639227,0.0430107525951158,0.00806451612765023,0.0134408602127504,0.0143369175317053,0.0152329749363456,0.00716845880869537,0.0268817204255008,0.0179211469788957,0.0340501792341962,0.106630824383048,0.00627240140405502,0.028673835149096,0.238095238095238,0.253968253462302,0.50793650844246,0.0890688259179844,0.028340081017898,0.823886639596176,0.0182186234700259,0.0404858299979153,0.192307692307692,0.76282051302484,0.0448717946674679,0.558139534185539,0.44186046581446,0.542857142857143,0.152380952077381,0.304761905065476,0.763636363630041,0.0545454545201653,0.0618181819054298,0.0290909091933306,0.0909090907510331
7333,1,0.749615975,0.307219662,2.531490015,0.380952381,5.738863287,0.62672811,0.122887865,0.135176651,0.159754224,0.233486943,0.073732719,0.4546851,0.552995392,0.774193548,0.356374808,1.314900154,0.135176651,0.393241167,15.04147465,1.904761905,3.330261136,1.31553398048856,1.400921658,7.102918587,1.23768736625769,0.688172042,1.302611366,0.0498366012936105,0.0204248366033712,0.168300653619757,0.0253267973961582,0.38153594780682,0.0416666666389655,0.00816993465464505,0.00898692808686813,0.0106209150177971,0.0155228758105842,0.00490196079278703,0.0302287581889453,0.0367647059126613,0.0514705882245395,0.0874183007049778,0.00898692808686813,0.0261437908283813,0.196428571272879,0.23214285709096,0.571428571636161,0.0432525951462099,0.0536332179981947,0.807958477449461,0.0173010380866414,0.0778546713194926,0.238709677470161,0.69032258076371,0.070967741766129,0.447368420939924,0.552631579060076,0.575471698287024,0.122641509332569,0.301886792380407,0.760147601530308,0.0405904058209566,0.0701107010726621,0.0221402214387791,0.107011070137294
7337,1,0.442067736,0.470588235,2.153297683,0.142602496,5.418894831,0.470588235,0.085561497,0.171122995,0.156862745,0.156862745,0.071301248,0.299465241,0.242424242,0.570409982,0.270944742,1.397504456,0.071301248,0.32798574,12.9197861,1.768270945,2.823529413,1.31125827854244,1.040998217,6.360071301,1.17368421040685,0.65597148,0.926916221,0.0342163355165764,0.0364238410262845,0.166666666640866,0.0110375276259411,0.419426048469951,0.0364238410262845,0.00662251652912427,0.0132450331356492,0.0121412803420948,0.0121412803420948,0.00551876381297056,0.0231788079680359,0.0187637968712191,0.0441501103489631,0.1081677703627,0.00551876381297056,0.025386313477744,0.260869565548795,0.239130434451205,0.5,0.0739910313467726,0.0224215247362995,0.852017937306455,0.0134529147474411,0.038116591863032,0.169354838887544,0.790322580344156,0.0403225807682996,0.452054794441593,0.547945205558407,0.476923076740503,0.169230769131183,0.353846154128314,0.762626262395518,0.0606060607026515,0.0555555554965278,0.0252525253222854,0.0959595960830177
7340,1,0.683495146,0.295145631,1.553398058,0.139805825,3.930097087,0.233009709,0.093203883,0.108737864,0.124271845,0.155339806,0.077669903,0.326213592,0.26407767,0.357281553,0.124271845,0.714563107,0.093203883,0.26407767,9.537864077,1.133980582,2.019417476,1.30000000038625,0.590291262,4.722330096,1.20158102750707,0.497087379,1.071844661,0.0716612378287303,0.0309446254022142,0.162866449496374,0.0146579804316077,0.412052117253086,0.0244299674559097,0.00977198691945671,0.0114006514584555,0.0130293159974542,0.0162866449706065,0.00814332248530323,0.0342019543753664,0.0276872964290619,0.0374592833485186,0.0749185668018825,0.00977198691945671,0.0276872964290619,0.218749999685669,0.25000000050293,0.531249999811401,0.0625,0.0296052631133137,0.832236842216716,0.0197368420049558,0.0559210526650147,0.287671232804232,0.630136986772495,0.0821917804232736,0.394736842640235,0.605263157359764,0.637681159285077,0.11594202921537,0.246376811499554,0.769230769002219,0.0538461538004438,0.0769230769992603,0.0384615384996302,0.0615384616984467
7343,1,0.549828179,0.481099656,2.597938144,0.178694158,4.742268041,0.536082474,0.137457045,0.24742268,0.274914089,0.261168385,0.109965636,0.357388316,0.24742268,0.852233677,0.371134021,1.017182131,0.096219931,0.39862543,13.45704467,1.470790378,3.587628866,1.38095238113568,1.388316151,5.78694158,1.22028985497406,0.920962199,1.223367698,0.0408580184195822,0.0357507660706903,0.193054136900625,0.0132788559733599,0.352400408655253,0.0398365679200796,0.0102145046234732,0.0183861082479412,0.0204290091726358,0.0194075587474438,0.00817160369877854,0.0265577119467197,0.0183861082479412,0.0633299285169126,0.0755873340650804,0.00715015319927596,0.0296220633709169,0.268656716061372,0.29850746241106,0.432835821527567,0.0831353918730937,0.0308788598484521,0.819477434745419,0.0237529691806566,0.042755344352379,0.242990654103939,0.691588785332671,0.0654205605633898,0.386138613754411,0.613861386245589,0.44943820234822,0.224719100765402,0.325842696886378,0.724137930938367,0.0689655171260404,0.0727969348990069,0.0306513410687894,0.103448275967796
7346,1,0.558490566,0.362264151,1.539622642,0.135849057,4.724528302,0.271698114,0.120754717,0.633962264,0.694339623,0.196226415,0.166037736,0.603773585,0.271698113,0.905660377,0.301886792,1.20754717,0.150943396,1.071698113,13.91698113,1.962264151,2.837735849,1.84313725427792,1.177358491,5.61509434,1.1884984026073,2.4,2.324528302,0.040130151847091,0.0260303687715067,0.110629067296867,0.00976138831626051,0.339479392683491,0.019522776632521,0.00867678959050223,0.0455531453321731,0.0498915401633515,0.0140997830755843,0.0119305856959224,0.0433839479525112,0.0195227765606664,0.0650759218928394,0.0867678959050223,0.0108459869701641,0.0770065075887618,0.264150943333333,0.28930817625,0.446540880416667,0.064516129038003,0.0241935484560354,0.841397849425981,0.021505376346001,0.0483870967339794,0.307692307731509,0.615384615463018,0.0769230768054734,0.230769231357248,0.769230768642751,0.240259740231806,0.298701298840972,0.461038960927222,0.542553191673056,0.223404255270414,0.0691489361383474,0.0585106383522309,0.106382978565952
7351,1,0.626995646,0.359941945,3.007256894,0.23222061,4.12191582,0.243831639,0.104499274,0.127721335,0.150943396,0.23222061,0.069666183,0.24383164,0.24383164,0.522496372,0.348330914,2.775036284,0.069666183,0.359941945,13.84034833,3.088534107,3.785195936,1.25868725866158,0.766328011,5.062409289,1.22816901413576,0.638606676,1.137880987,0.0453020134356691,0.026006711422125,0.21728187920542,0.0167785235214524,0.297818791963887,0.0176174495891463,0.00755033554852734,0.00922818790067258,0.0109060402528178,0.0167785235214524,0.00503355705643573,0.0176174496613988,0.0176174496613988,0.0377516778871417,0.200503355683968,0.00503355705643573,0.026006711422125,0.199999999686818,0.236363636135868,0.563636364177314,0.0711009174588294,0.0458715597145784,0.814220183452259,0.0206422017727931,0.0481651376015401,0.0789473684125322,0.898496240566205,0.0225563910212632,0.318181817054838,0.681818182945162,0.551020408252942,0.132653061018235,0.316326530728824,0.79447852762357,0.03374233121865,0.0613496933649883,0.0184049080094965,0.0920245397832954
